foundation_names,rating,verified_purchase,time_ago,shade,shade_depth,undertone,skin_type,skin_tone,eye_color,review_body,days_ago,clean_review_body
Charlotte Tilbury Airbruh Flawless Foundation ,,No,16 d ago,,,,,,,"A: It’ll look great babes! But if you want a minor tangent. In all honesty, matte foundations look bad on dry or mature skin. As you get older you want to focus on adding glow, rather than sucking it up with this matte foundation. This foundation is not bad but you should possibly consider a more dewy foundation. Answered 16 d ago by MadAnFluRidden",16.0,a it ll look great babes but if you want a minor tangent in all honesty matte foundations look bad on dry or mature skin as you get older you want to focus on adding glow rather than sucking it up with this matte foundation this foundation is not bad but you should possibly consider a more dewy foundation answered d ago by madanfluridden
Charlotte Tilbury Airbruh Flawless Foundation ,,No,16 d ago,,,,,,,"It’ll look great babes! But if you want a minor tangent. In all honesty, matte foundations look bad on dry or mature skin. As you get older you want to focus on adding glow, rather than sucking it up with this matte foundation. This foundation is not bad but you should possibly consider a more dewy foundation. Answered 16 d ago by MadAnFluRidden",16.0,it ll look great babes but if you want a minor tangent in all honesty matte foundations look bad on dry or mature skin as you get older you want to focus on adding glow rather than sucking it up with this matte foundation this foundation is not bad but you should possibly consider a more dewy foundation answered d ago by madanfluridden
Charlotte Tilbury Airbruh Flawless Foundation ,5.0,Yes,2 d ago,,,,Dry,Fair,Gray,"fair with neutral undertones I don’t see much difference after reformularing and I am so happy for that. This is my all time favourite foundation and I will use this forever. Full coverage, long lasting and safe for acne prone skin. Even though this is a thick foundation your skin can still breath with this foundation. I love this. I picked wrong color this one I am N3 but this time I wanted to try 4N which is very dark for me but I am not mad at it. Read more",2.0,fair with neutral undertones i don t see much difference after reformularing and i am so happy for that this is my all time favourite foundation and i will use this forever full coverage long lasting and safe for acne prone skin even though this is a thick foundation your skin can still breath with this foundation i love this i picked wrong color this one i am n but this time i wanted to try n which is very dark for me but i am not mad at it read more
Charlotte Tilbury Airbruh Flawless Foundation ,5.0,No,3 d ago,,,,Combination,Light,Brown,medium with neutral undertones New fave foundation so far! This is a great replacement for the Estee Lauder double wear foundation. It lasts all day on me! Great coverage. 1 pump is all you need! Will repurchase again!,3.0,medium with neutral undertones new fave foundation so far this is a great replacement for the estee lauder double wear foundation it lasts all day on me great coverage pump is all you need will repurchase again
Charlotte Tilbury Airbruh Flawless Foundation ,2.0,Yes,12 d ago,,,,,,,fair with cool undertones High coverage but separates and settles into fine lines. It highlights my dry areas and looks patchy shortly after application. Unfortunately a big waste of money for the high price point.,12.0,fair with cool undertones high coverage but separates and settles into fine lines it highlights my dry areas and looks patchy shortly after application unfortunately a big waste of money for the high price point
Charlotte Tilbury Airbruh Flawless Foundation ,1.0,No,14 d ago,,,,Combination,Light Medium,Hazel,medium with cool undertones This was the best foundation until they changed the formula. It used to be the perfect amount of coverage and dewy. Skin would be glowing but also full coverage. Now it’s matte and awful. Big mistake. Now I have to find a new foundation,14.0,medium with cool undertones this was the best foundation until they changed the formula it used to be the perfect amount of coverage and dewy skin would be glowing but also full coverage now it s matte and awful big mistake now i have to find a new foundation
Charlotte Tilbury Airbruh Flawless Foundation ,4.0,No,16 d ago,,,,,,,"tan with neutral undertones I love love loveee this foundation! I’m a matte girly, usually, and this is one of my favorite matte foundations as of rn! It’s light weight, blends beautifully, and has a smooth finish. With the right powders, setting/ fixing sprays, this will last a long time. If you like a light weight matte finish, you’ll love this!",16.0,tan with neutral undertones i love love loveee this foundation i m a matte girly usually and this is one of my favorite matte foundations as of rn it s light weight blends beautifully and has a smooth finish with the right powders setting fixing sprays this will last a long time if you like a light weight matte finish you ll love this
Charlotte Tilbury Airbruh Flawless Foundation ,1.0,Yes,17 d ago,,,,Combination,Light,Brown,"fair with neutral undertones Was optimistic about this. Purchased for a work event for the longevity. Tested it twice at home before my event on very hydrated skin and it although it blended and covered, it was very dry and tight, even with a lose brush of the CT travel powder. Not good option for someone with normal to dry skin in early 50's.",17.0,fair with neutral undertones was optimistic about this purchased for a work event for the longevity tested it twice at home before my event on very hydrated skin and it although it blended and covered it was very dry and tight even with a lose brush of the ct travel powder not good option for someone with normal to dry skin in early s
Fenty Pro Filt'r Soft Matte Foundation,,No,,,,,,,,for medium skin with neutral undertones This product works well but it was not my shade of color.,,for medium skin with neutral undertones this product works well but it was not my shade of color
Fenty Pro Filt'r Soft Matte Foundation,,No,,,,,,,,"for fair skin with neutral undertones I don't know if they've changed the formula or what is wrong with this foundation, but no matter what I do it oxidizes in hours and moves around my face leaving it patchy and looking cracked. Will not be repurchasing.",,for fair skin with neutral undertones i don t know if they ve changed the formula or what is wrong with this foundation but no matter what i do it oxidizes in hours and moves around my face leaving it patchy and looking cracked will not be repurchasing
Fenty Pro Filt'r Soft Matte Foundation,3.0,No,4 d ago,,,,,,,warm neutral Not the same quality or color from before. Disappointing. I actually shook it before use. This one is much lighter in color from the past two purchases I’ve made.,4.0,warm neutral not the same quality or color from before disappointing i actually shook it before use this one is much lighter in color from the past two purchases i ve made
Fenty Pro Filt'r Soft Matte Foundation,5.0,Yes,9 d ago,,,,,,,"for medium to tan skin with warm yellow undertones super great, love the coverage! I wear daily and it doesn’t really feel like I have much on.",9.0,for medium to tan skin with warm yellow undertones super great love the coverage i wear daily and it doesn t really feel like i have much on
Fenty Pro Filt'r Soft Matte Foundation,2.0,No,9 d ago,,,,Oily,Light Medium,Brown,"for light skin with warm yellow undertones I have worn a full face of makeup regularly for over a decade. This foundation was so hard to use for me. I’ve used several different primers and none of them really worked for the texture of my skin mixed with this foundation. It really emphasizes my pores and sometimes the foundation doesn’t move well so I have to really pack it on. I’ve used different sponges, wet/dry, and brushes to apply. Brushes are the worst because it removes product. Personally, I’ve had a really bad time working with this product. Read more",9.0,for light skin with warm yellow undertones i have worn a full face of makeup regularly for over a decade this foundation was so hard to use for me i ve used several different primers and none of them really worked for the texture of my skin mixed with this foundation it really emphasizes my pores and sometimes the foundation doesn t move well so i have to really pack it on i ve used different sponges wet dry and brushes to apply brushes are the worst because it removes product personally i ve had a really bad time working with this product read more
Fenty Pro Filt'r Soft Matte Foundation,5.0,Yes,11 d ago,,,,Combination,Deep,Brown,for tan to deep skin with warm undertones Great product. Love the coverage! Every Fenty product that I have tried has been amazing,11.0,for tan to deep skin with warm undertones great product love the coverage every fenty product that i have tried has been amazing
Fenty Pro Filt'r Soft Matte Foundation,4.0,No,13 d ago,,,,Oily,Deep,Brown,for deep skin with warm golden undertones Does this foundation run a lil orange at first? Yes but will it go away after an hour ? Yes. I do like this foundation it can slightly feel heavy but other than that no complaint,13.0,for deep skin with warm golden undertones does this foundation run a lil orange at first yes but will it go away after an hour yes i do like this foundation it can slightly feel heavy but other than that no complaint
Fenty Pro Filt'r Soft Matte Foundation,1.0,Yes,15 d ago,,,,Combination,Light Medium,Green,"olive The undertones are weird - I have neutral olive undertones, but the 265 Olive was too pale and yellowy. The neutral was too orange. I have combination skin which is not particularly dry currently, but this completely dried out my skin and looked cakey and flaky immediately. Returned!",15.0,olive the undertones are weird i have neutral olive undertones but the olive was too pale and yellowy the neutral was too orange i have combination skin which is not particularly dry currently but this completely dried out my skin and looked cakey and flaky immediately returned
Charlotte Tilbury Unreal Skin Sheer Glow Tint ,,No,,,,,,,,"fair with neutral undertones This product was definitely meant for the people who have already naturally beautiful skin, even then the product slips around the face and transfers everywhere. It's a slick formula and transfers directly onto my hands if I touch my face. For $50 I would probably just skip this product all together, not worth it.",,fair with neutral undertones this product was definitely meant for the people who have already naturally beautiful skin even then the product slips around the face and transfers everywhere it s a slick formula and transfers directly onto my hands if i touch my face for i would probably just skip this product all together not worth it
Charlotte Tilbury Unreal Skin Sheer Glow Tint ,,No,,,,,,,,"fair with cool undertones i don’t understand the hype… you can really FEEL the product on your skin, it’s like applying butter on your face… it looks nice but doesn’t feel nice at all and if you ttouch your face you take everything off…",,fair with cool undertones i don t understand the hype you can really feel the product on your skin it s like applying butter on your face it looks nice but doesn t feel nice at all and if you ttouch your face you take everything off
Charlotte Tilbury Unreal Skin Sheer Glow Tint ,,No,,,,,,,,"medium with neutral undertones If you like a glow this is for you. Light coverage, very your skin but better. Don’t need to use highlighter with this. Just evens out complexion and is quick & easy.",,medium with neutral undertones if you like a glow this is for you light coverage very your skin but better don t need to use highlighter with this just evens out complexion and is quick easy
Charlotte Tilbury Unreal Skin Sheer Glow Tint ,5.0,Yes,10 d ago,,,,Dry,Fair,Green,fair with neutral undertones It’s so beautiful and makes my skin such a natural glow without looking cakey.,10.0,fair with neutral undertones it s so beautiful and makes my skin such a natural glow without looking cakey
Charlotte Tilbury Unreal Skin Sheer Glow Tint ,5.0,Yes,10 d ago,,,,Dry,Fair,Brown,"fair with cool undertones love that it works so well for my incredibly dry skin even in winter!! doesnt cling to dry patches and blends so well into my skin. however, i noticed using a glowy setting spray is what made look too oily — just be mindful of your makeup settingmethod",10.0,fair with cool undertones love that it works so well for my incredibly dry skin even in winter doesnt cling to dry patches and blends so well into my skin however i noticed using a glowy setting spray is what made look too oily just be mindful of your makeup settingmethod
Charlotte Tilbury Unreal Skin Sheer Glow Tint ,,No,,,,,,,,tan with cool undertones It’s not foundation it feels like more of a highlighter,,tan with cool undertones it s not foundation it feels like more of a highlighter
Charlotte Tilbury Unreal Skin Sheer Glow Tint ,4.0,No,14 d ago,,,,,,,"medium with cool undertones I like the ease of this. It’s got good coverage. My only complaint is that it makes my face too shiny. I know its supposed to be a glow finish- but I needed to tone down the gleam with powder, which defeats the purpose of using a glow foundation",14.0,medium with cool undertones i like the ease of this it s got good coverage my only complaint is that it makes my face too shiny i know its supposed to be a glow finish but i needed to tone down the gleam with powder which defeats the purpose of using a glow foundation
Charlotte Tilbury Unreal Skin Sheer Glow Tint ,2.0,No,23 d ago,,,,,,,"fairest with neutral undertones Oxidized pretty bad and separated on my face, might be user error though",23.0,fairest with neutral undertones oxidized pretty bad and separated on my face might be user error though
Laura Mercier Tinted Blur Balm Skin  Tint ,,No,,,,,Combination,,,light Medium with neutral undertones I’ve been using this for a couple of days and so far it’s been amazing. I have combination skin and most products melt off my oily t-zone my mid day. This does somewhat yet my skin still looks amazingly smooth. smooth,,light medium with neutral undertones i ve been using this for a couple of days and so far it s been amazing i have combination skin and most products melt off my oily t zone my mid day this does somewhat yet my skin still looks amazingly smooth smooth
Laura Mercier Tinted Blur Balm Skin  Tint ,,No,,,,,,,,light with neutral undertones I love this skin tint- light but even coverage and it lasts the entire day. My only complaint is the tiny amount of product you get for the high price point. It’s over half gone and I’ve used it maybe 10 times.,,light with neutral undertones i love this skin tint light but even coverage and it lasts the entire day my only complaint is the tiny amount of product you get for the high price point it s over half gone and i ve used it maybe times
Laura Mercier Tinted Blur Balm Skin  Tint ,,No,,,,,,,,"Fair with neutral cool undertones Looks like a power in the package but goes on and blends creamy, dries smooth, blends effortlessly. My hair doesn’t stick to it which is great, my face feels like there’s nothing on it. I can just add more to get more coverage. I have a lot of redness and areas of pigmentation If I want total coverage, I just use concealer for those areas, but typically like a more natural, no makeup, my skin but better look. of rednesses have a Read more",,fair with neutral cool undertones looks like a power in the package but goes on and blends creamy dries smooth blends effortlessly my hair doesn t stick to it which is great my face feels like there s nothing on it i can just add more to get more coverage i have a lot of redness and areas of pigmentation if i want total coverage i just use concealer for those areas but typically like a more natural no makeup my skin but better look of rednesses have a read more
Laura Mercier Tinted Blur Balm Skin  Tint ,,No,,,,,Dry,,,"very Fair with neutral undertones I just wanted to share my experience with Laura Mercier’s Tinted Blur Balm because I was SO close to returning it for all the reasons listed here by others! The first time I applied it, it was later in the day and while I had applied skin care that morning, my dry skin was definitely not the most moisturized at that moment. What I saw literally had me put it back in the box to return! It clung to every single outline of my top skin layer even in parts of my face that I don’t typically have issues with. I honestly thought this was the worst product on the market. (I think LM should have offered more education into how to use this product, because without it, it seems like a dud!) However, the next day after properly doing my skin prep something in me decided to give it another try. This time I made sure to seal my skin with squalene (facial oil also works)- and it completely transformed the way it sat on my skin. I also tried various brushes for application, but find the best way is to just rub your finger in the pan and apply finger swatches all over the face, then blend those in with a softer foundation brush. (Don’t feel the need to “dig in”, just what is clinging to your finger with the warmth of your body and a normal amount of pressure.) My suspicion is for those who are going thru the product quickly, it’s because of these two issues- skin prep and application. The amount I’m using, if I were to apply this daily, would easily last me a couple months. However, the first time I tried it and had horrible texture issues, my skin was definitely sucking it up! I can imagine if you’re not giving it a super smooth base, you’ll definitely go thru it in no time and probably with less than stellar results. I think this is also why people with oily skin have been the skin type to most rave about this product, but I believe with these two adaptations anyone can use it successfully. Also, 00 was what Sephora recommended based on my in-store skin scan- I was a bit worrie Read more",,very fair with neutral undertones i just wanted to share my experience with laura mercier s tinted blur balm because i was so close to returning it for all the reasons listed here by others the first time i applied it it was later in the day and while i had applied skin care that morning my dry skin was definitely not the most moisturized at that moment what i saw literally had me put it back in the box to return it clung to every single outline of my top skin layer even in parts of my face that i don t typically have issues with i honestly thought this was the worst product on the market i think lm should have offered more education into how to use this product because without it it seems like a dud however the next day after properly doing my skin prep something in me decided to give it another try this time i made sure to seal my skin with squalene facial oil also works and it completely transformed the way it sat on my skin i also tried various brushes for application but find the best way is to just rub your finger in the pan and apply finger swatches all over the face then blend those in with a softer foundation brush don t feel the need to dig in just what is clinging to your finger with the warmth of your body and a normal amount of pressure my suspicion is for those who are going thru the product quickly it s because of these two issues skin prep and application the amount i m using if i were to apply this daily would easily last me a couple months however the first time i tried it and had horrible texture issues my skin was definitely sucking it up i can imagine if you re not giving it a super smooth base you ll definitely go thru it in no time and probably with less than stellar results i think this is also why people with oily skin have been the skin type to most rave about this product but i believe with these two adaptations anyone can use it successfully also was what sephora recommended based on my in store skin scan i was a bit worrie read more
Laura Mercier Tinted Blur Balm Skin  Tint ,,No,,,,,,,,very Fair with neutral undertones I used this product a few times and just found that it sat on my skin. I used a variety of primers/no primer at all and it just sat rather than melting and blurring into the skin. Super sad about it.,,very fair with neutral undertones i used this product a few times and just found that it sat on my skin i used a variety of primers no primer at all and it just sat rather than melting and blurring into the skin super sad about it
Laura Mercier Tinted Blur Balm Skin  Tint ,,No,,,,,,,,"light Medium with neutral undertones The product is really good, blends well and is build able. However, I’ve had it three weeks and I can already see the pan, which is wild! No where near enough product for the price. Probably won’t re buy.",,light medium with neutral undertones the product is really good blends well and is build able however i ve had it three weeks and i can already see the pan which is wild no where near enough product for the price probably won t re buy
Laura Mercier Tinted Blur Balm Skin  Tint ,2.0,Yes,11 h ago,,,,Oily,Fair,Brown,"Fair with neutral cool undertones I must be the only person who doesn't like this. After seeing rave reviews, I was really excited to try this. The excitement ended after I put it on. I have great skin prep but I don't like primers. I tried applying with my fingers and a brush. It stuck in every pore, fine line, sebaceous filament, and clung to dry patches. I did not find it to be blurring in the least. It feels creamy / balm like but VERY quickly turns to a powder finish the second it touches my face. 1 star for packaging and 1 star for color match. For reference, 48 with combo skin (oily T-zone, normal everywhere else with a few dry spots from tretinoin), visible pores, and fine lines around eyes. Read more",0.4583333333333333,fair with neutral cool undertones i must be the only person who doesn t like this after seeing rave reviews i was really excited to try this the excitement ended after i put it on i have great skin prep but i don t like primers i tried applying with my fingers and a brush it stuck in every pore fine line sebaceous filament and clung to dry patches i did not find it to be blurring in the least it feels creamy balm like but very quickly turns to a powder finish the second it touches my face star for packaging and star for color match for reference with combo skin oily t zone normal everywhere else with a few dry spots from tretinoin visible pores and fine lines around eyes read more
Laura Mercier Tinted Blur Balm Skin  Tint ,5.0,Yes,1 d ago,,,,,,,"light with neutral undertones I think I found my holly grail foundation. I have worn this twice so far but both days, I have been quizzed regarding my skincare routine. Today by a girl who looks barely 30 and I am 64! The only thing different both days is that I was wearing this balm.",1.0,light with neutral undertones i think i found my holly grail foundation i have worn this twice so far but both days i have been quizzed regarding my skincare routine today by a girl who looks barely and i am the only thing different both days is that i was wearing this balm
Laura Mercier Tinted Blur Balm Skin  Tint ,5.0,Yes,2 d ago,,,,Combination,Light Medium,Blue,"light with neutral undertones I love it, natural finish and it covered my dark spots and irritation. It didn’t go into my wrinkles or pores , I am so impressed with this, definitely didn’t think it would be this great.",2.0,light with neutral undertones i love it natural finish and it covered my dark spots and irritation it didn t go into my wrinkles or pores i am so impressed with this definitely didn t think it would be this great
Laura Mercier Tinted Blur Balm Skin  Tint ,4.0,No,2 d ago,,,,Combination,Tan,Brown,Medium with neutral warm undertones I've used this product for a few weeks and I would definitely repurchase. It went on and blended so easily. I wanted something lighter than a foundation but still with a bit of coverage. This was exactly what I was looking for. I was worried about the shade match since I got it online but it blended beautifully. My only downside is that I found myself reaching for it everyday so I hit pan pretty quickly. Read more,2.0,medium with neutral warm undertones i ve used this product for a few weeks and i would definitely repurchase it went on and blended so easily i wanted something lighter than a foundation but still with a bit of coverage this was exactly what i was looking for i was worried about the shade match since i got it online but it blended beautifully my only downside is that i found myself reaching for it everyday so i hit pan pretty quickly read more
Laura Mercier Tinted Blur Balm Skin  Tint ,4.0,Yes,3 d ago,,,,,,,light with neutral undertones This is a good product. I have large pores and there are days I don’t wear foundation. this acts as a nice in between —not a foundation or a skin tint. It definitely does blur my pores,3.0,light with neutral undertones this is a good product i have large pores and there are days i don t wear foundation this acts as a nice in between not a foundation or a skin tint it definitely does blur my pores
Laura Mercier Tinted Blur Balm Skin  Tint ,5.0,No,3 d ago,,,,Combination,Tan,Brown,light with neutral undertones I’ve been using this Tinted Blur Balm in the last month and I’m loving it! It leaves a flawless finish and I can use it in my daily makeup routine because it has a natural finish that doesn’t get cakey.,3.0,light with neutral undertones i ve been using this tinted blur balm in the last month and i m loving it it leaves a flawless finish and i can use it in my daily makeup routine because it has a natural finish that doesn t get cakey
Fenty Beuaty Eaze Drops,,No,,,,,,,,"light medium with warm undertones I went in store and got help from an associate to find my colour, and when I got home I felt that it wasn't an accurate match. Made me look pale, and totally dried out my face.",,light medium with warm undertones i went in store and got help from an associate to find my colour and when i got home i felt that it wasn t an accurate match made me look pale and totally dried out my face
Fenty Beuaty Eaze Drops,,No,,,,,,,,"light medium with cool neutral undertones This skin tint is a great option if you like a natural, lightweight base. It gives a soft, blurred finish and evens out the skin nicely without feeling heavy, making it perfect for everyday wear",,light medium with cool neutral undertones this skin tint is a great option if you like a natural lightweight base it gives a soft blurred finish and evens out the skin nicely without feeling heavy making it perfect for everyday wear
Fenty Beuaty Eaze Drops,,No,,,,,,,,"light medium with warm yellow undertones I've been looking for something I could wear daily that isn't makeup, helps cover my rosacea and makes me feel confident and I've finally found it. This product lasts all day, matches my skin tone, and doesn't dry me out or look oily. Definitely recommend getting this! perfectly and doesn't dry me out or lol shiny",,light medium with warm yellow undertones i ve been looking for something i could wear daily that isn t makeup helps cover my rosacea and makes me feel confident and i ve finally found it this product lasts all day matches my skin tone and doesn t dry me out or look oily definitely recommend getting this perfectly and doesn t dry me out or lol shiny
Fenty Beuaty Eaze Drops,,No,,,,,,,,light with neutral undertones This is the perfect skin tint for the summer! Not too heavy and it has just the perfect amount of coverage it’s more on the natural side. It doesn’t break me out and i love the finish it gives! Better then the other skin tints i tried that left me looking greasy Highly recommend,,light with neutral undertones this is the perfect skin tint for the summer not too heavy and it has just the perfect amount of coverage it s more on the natural side it doesn t break me out and i love the finish it gives better then the other skin tints i tried that left me looking greasy highly recommend
Fenty Beuaty Eaze Drops,,No,,,,,Combination,,,"light with warm neutral undertones when swatching the shades in store, i found that this suited me more than the one meant for cool undertones, which was strange. unfortunately, after giving it many tries, it wasn't meant for me. i have combination skin that tends to be more oily, and no matter how good my skin prep, always made my base look patchy. love riri though!",,light with warm neutral undertones when swatching the shades in store i found that this suited me more than the one meant for cool undertones which was strange unfortunately after giving it many tries it wasn t meant for me i have combination skin that tends to be more oily and no matter how good my skin prep always made my base look patchy love riri though
Fenty Beuaty Eaze Drops,,No,,,,,Dry,,,medium with neutral undertones I feel like I could see this being better suited for normal to dry skin. I have combo skin and felt like this did not wear well for me. Although it says “neutral” I felt as though it was still rather warm..,,medium with neutral undertones i feel like i could see this being better suited for normal to dry skin i have combo skin and felt like this did not wear well for me although it says neutral i felt as though it was still rather warm
Fenty Beuaty Eaze Drops,2.0,Yes,4 d ago,,,,,,,light with cool neutral undertones The product separates on my skin no matter if I do skin prep or not. Doesn’t mix well with my other products too.,4.0,light with cool neutral undertones the product separates on my skin no matter if i do skin prep or not doesn t mix well with my other products too
Fenty Beuaty Eaze Drops,4.0,No,10 d ago,,,,Combination,Light Medium,Brown,"medium with warm golden undertones [I received this product in exchange for my honest review] When Fenty Beauty first came out I purchased their foundation and did not love it, so much so that I didn’t purchase it a second time. However, this blurring skin tint is great. The coverage is a 10/10. I wore it for 8 hours and it did great. My face did look and feel a little oily towards the end of the day but I would definitely purchase. It was easy to blend and build the coverage needed. Read more",10.0,medium with warm golden undertones i received this product in exchange for my honest review when fenty beauty first came out i purchased their foundation and did not love it so much so that i didn t purchase it a second time however this blurring skin tint is great the coverage is a i wore it for hours and it did great my face did look and feel a little oily towards the end of the day but i would definitely purchase it was easy to blend and build the coverage needed read more
Fenty Beuaty Eaze Drops,5.0,Yes,11 d ago,,,,Dry,Medium,Brown,medium with neutral undertones Great coverage! Loved how matte this and how even it makes my skin tone!,11.0,medium with neutral undertones great coverage loved how matte this and how even it makes my skin tone
Fenty Beuaty Eaze Drops,1.0,Yes,17 d ago,,,,Combination,Light,Green,"light medium with cool neutral undertones Horrible product that broke me out like I have never seen before. Sadly, I didn't do my due diligence and research deeper into this product to find out that they use fragrance and have previous reports of breaking out individuals with sensitive and/or acne prone skin. The day I threw these products away (I had two) I immediately saw my breakouts start to get better. Read more",17.0,light medium with cool neutral undertones horrible product that broke me out like i have never seen before sadly i didn t do my due diligence and research deeper into this product to find out that they use fragrance and have previous reports of breaking out individuals with sensitive and or acne prone skin the day i threw these products away i had two i immediately saw my breakouts start to get better read more
Fenty Beuaty Eaze Drops,5.0,Yes,22 d ago,,,,,,,light with warm neutral undertones I love this skin tint! It was between the Milk hydro skin tint and this one. I ended up buying both to try them out and I really like this one more! Such a beautiful finish and will definitely repurchase the day I run out.,22.0,light with warm neutral undertones i love this skin tint it was between the milk hydro skin tint and this one i ended up buying both to try them out and i really like this one more such a beautiful finish and will definitely repurchase the day i run out
Fenty Beuaty Eaze Drops,5.0,No,24 d ago,,,,Combination,Medium,Hazel,medium with neutral undertones [I received this product in exchange for my honest review] I’m obsessed with how blend and lightweight this skin tint is. It gives a beautiful finish without feeling cakey or overdone. My favorite way to use it is to blend it with another glowy base product to add a little extra dew. It plays well with other formulas which I really appreciate! Read more,24.0,medium with neutral undertones i received this product in exchange for my honest review i m obsessed with how blend and lightweight this skin tint is it gives a beautiful finish without feeling cakey or overdone my favorite way to use it is to blend it with another glowy base product to add a little extra dew it plays well with other formulas which i really appreciate read more
LYS Triple Fix Blurring Skin Tint,,No,,,,,,,,cocoa - dark brown skin with golden undertones This was just okay it was dry but had good and buildable coverage also it broke and did not last that long. If you’re a daily makeup user I do not recommend.,,cocoa dark brown skin with golden undertones this was just okay it was dry but had good and buildable coverage also it broke and did not last that long if you re a daily makeup user i do not recommend
LYS Triple Fix Blurring Skin Tint,,No,,,,,,,,"bone blush - very fair skin with neutral undertones Love this foundation stick, love the bronzing stick even more. This gives great coverage, very hydrating and blends like butter",,bone blush very fair skin with neutral undertones love this foundation stick love the bronzing stick even more this gives great coverage very hydrating and blends like butter
LYS Triple Fix Blurring Skin Tint,,No,,,,,Dry,,,"neutral buff - light medium skin with neutral undertones I bought this foundation because i saw its viral all over on internet but it doesn’t work for me so I return this one . It’s not good for dry skin , if you have oily skin then you can go for this one otherwise don’t buy.",,neutral buff light medium skin with neutral undertones i bought this foundation because i saw its viral all over on internet but it doesn t work for me so i return this one it s not good for dry skin if you have oily skin then you can go for this one otherwise don t buy
LYS Triple Fix Blurring Skin Tint,5.0,No,4 d ago,,,,Combination,,Brown,"mocha blush - dark brown skin with pink undertones The most amazing foundation I’ve ever used. It matches my skin tone EXACTLY. It looks like skin. It’s not oily or matte, it’s genuinely skin-like. I recommend to everyone.",4.0,mocha blush dark brown skin with pink undertones the most amazing foundation i ve ever used it matches my skin tone exactly it looks like skin it s not oily or matte it s genuinely skin like i recommend to everyone
LYS Triple Fix Blurring Skin Tint,5.0,Yes,4 d ago,,,,Dry,Fair,Hazel,neutral buff - light medium skin with neutral undertones I needed something quick for my very early workday and this does not disappoint- goes on easily and blends well. Perfect shade and just enough coverage. Highly recommend- this is great for my dry aging skin.,4.0,neutral buff light medium skin with neutral undertones i needed something quick for my very early workday and this does not disappoint goes on easily and blends well perfect shade and just enough coverage highly recommend this is great for my dry aging skin
LYS Triple Fix Blurring Skin Tint,5.0,Yes,6 d ago,,,,,,,"golden caramel - brown skin with golden undertones Let’s get into this because this is my everyday foundation. When I say it’s chef’s kiss… chef’s kiss. It is beautiful. It’s lightweight, blurring, and hydrating all at the same time. The finish is soft and airy but still gives the skin that flawless, polished look. It melts into the skin effortlessly and truly gives that smooth, filtered effect without feeling heavy. My complexion looks even, radiant, and just healthy. I get so many compliments when I wear this. I work in the beauty industry, and I’m constantly being asked what foundation I have on — and I’m always sending people to pick this up. It’s comfortable enough for everyday wear but polished enough to look professional. If you love a lightweight foundation that still gives blur and hydration, this is it. This is absolutely a must-buy. Whether you’re building a foundation wardrobe or just want something dependable and flattering, this deserves a spot in your collection. Highly recommend. Read more",6.0,golden caramel brown skin with golden undertones let s get into this because this is my everyday foundation when i say it s chef s kiss chef s kiss it is beautiful it s lightweight blurring and hydrating all at the same time the finish is soft and airy but still gives the skin that flawless polished look it melts into the skin effortlessly and truly gives that smooth filtered effect without feeling heavy my complexion looks even radiant and just healthy i get so many compliments when i wear this i work in the beauty industry and i m constantly being asked what foundation i have on and i m always sending people to pick this up it s comfortable enough for everyday wear but polished enough to look professional if you love a lightweight foundation that still gives blur and hydration this is it this is absolutely a must buy whether you re building a foundation wardrobe or just want something dependable and flattering this deserves a spot in your collection highly recommend read more
LYS Triple Fix Blurring Skin Tint,5.0,No,8 d ago,,,,Combination,Fair,Brown,light nude - light skin with neutral undertones This looks beautiful on Tretinoin skin and actually sticks and sits in place vs doing that weird pilling separation thing most of my old holy grails do now. Highly recommend if you want medium coverage and a skin like appearance,8.0,light nude light skin with neutral undertones this looks beautiful on tretinoin skin and actually sticks and sits in place vs doing that weird pilling separation thing most of my old holy grails do now highly recommend if you want medium coverage and a skin like appearance
LYS Triple Fix Blurring Skin Tint,5.0,No,13 d ago,,,,Combination,Light Medium,Brown,"almond - medium skin with neutral undertones This formula is so creamy! I would definitely say it’s a buildable coverage, a few swipes for a more natural look and a few more for full glam. I love the golden hue I got from my first time trying this skin tint, very much needed before the full summer tan comes in.",13.0,almond medium skin with neutral undertones this formula is so creamy i would definitely say it s a buildable coverage a few swipes for a more natural look and a few more for full glam i love the golden hue i got from my first time trying this skin tint very much needed before the full summer tan comes in
LYS Triple Fix Blurring Skin Tint,5.0,No,13 d ago,,,,Combination,Light,Brown,"ivory beige - light medium skin with neutral undertones It’s my skin but better. I have been using the LYS Triple Fix foundation stick and it’s changed how I see foundation. I love that this is a 3 in 1 product. I get my primer, my serum and coverage in 1 stick. It hydrates my skin, doesn’t settle into my fine lines and lasts all day! I did not have any irritation or discomfort and there was no fragrance. I highly recommend! Read more",13.0,ivory beige light medium skin with neutral undertones it s my skin but better i have been using the lys triple fix foundation stick and it s changed how i see foundation i love that this is a in product i get my primer my serum and coverage in stick it hydrates my skin doesn t settle into my fine lines and lasts all day i did not have any irritation or discomfort and there was no fragrance i highly recommend read more
