foundation_names,rating,verified_purchase,time_ago,shade,shade_depth,undertone,skin_type,skin_tone,eye_color,review_body,days_ago,clean_review_body
TURN UP THE BASE Full Beat Liquid Foundation ,,No,,,,,,,,Love but has flaws Great coverage! But the pump didn’t work so you have to fill unscrew the lid to even use the product and it gets very messy!,,love but has flaws great coverage but the pump didn t work so you have to fill unscrew the lid to even use the product and it gets very messy
TURN UP THE BASE Full Beat Liquid Foundation ,1.0,Yes,11 d ago,,,,Combination,Tan,Brown,Verified Purchase 11 d ago TERRIBLE formula with an even worse pump Believe the bad reviews. I was looking for an alternative to Huda Beauty’s Faux Filter Foundation since it’s been discontinued and someone recommended One Size. I bought this on sale for $22 and returned it within a week. The pump doesn’t function AT ALL. The foundation is also a terrible formula. I do not recommend.,11.0,verified purchase d ago terrible formula with an even worse pump believe the bad reviews i was looking for an alternative to huda beauty s faux filter foundation since it s been discontinued and someone recommended one size i bought this on sale for and returned it within a week the pump doesn t function at all the foundation is also a terrible formula i do not recommend
TURN UP THE BASE Full Beat Liquid Foundation ,,No,,,,,,,,TERRIBLE formula with an even worse pump Believe the bad reviews. I was looking for an alternative to Huda Beauty’s Faux Filter Foundation since it’s been discontinued and someone recommended One Size. I bought this on sale for $22 and returned it within a week. The pump doesn’t function AT ALL. The foundation is also a terrible formula. I do not recommend.,,terrible formula with an even worse pump believe the bad reviews i was looking for an alternative to huda beauty s faux filter foundation since it s been discontinued and someone recommended one size i bought this on sale for and returned it within a week the pump doesn t function at all the foundation is also a terrible formula i do not recommend
TURN UP THE BASE Full Beat Liquid Foundation ,3.0,Yes,13 d ago,,,,Dry,Light,Green,Verified Purchase 13 d ago Disappointed in this foundation Disappointed in this foundation it pills on my skin and doesn’t last more than 4 hours. Would not recommend.,13.0,verified purchase d ago disappointed in this foundation disappointed in this foundation it pills on my skin and doesn t last more than hours would not recommend
TURN UP THE BASE Full Beat Liquid Foundation ,,No,,,,,,,,Disappointed in this foundation Disappointed in this foundation it pills on my skin and doesn’t last more than 4 hours. Would not recommend.,,disappointed in this foundation disappointed in this foundation it pills on my skin and doesn t last more than hours would not recommend
TURN UP THE BASE Full Beat Liquid Foundation ,1.0,Yes,13 d ago,,,,,,,Verified Purchase 13 d ago Gave me a break out !!! I guess its nice for some people. But for me i broke out! Would not recommend if your skin is sensitive,13.0,verified purchase d ago gave me a break out i guess its nice for some people but for me i broke out would not recommend if your skin is sensitive
TURN UP THE BASE Full Beat Liquid Foundation ,,No,,,,,,,,Gave me a break out !!! I guess its nice for some people. But for me i broke out! Would not recommend if your skin is sensitive,,gave me a break out i guess its nice for some people but for me i broke out would not recommend if your skin is sensitive
TURN UP THE BASE Full Beat Liquid Foundation ,2.0,Yes,14 d ago,,,,,,,"Verified Purchase 14 d ago Coverage was okay, but pump is faulty and foundation became clumpy",14.0,verified purchase d ago coverage was okay but pump is faulty and foundation became clumpy
TURN UP THE BASE Full Beat Liquid Foundation ,,No,,,,,,,,"Coverage was okay, but pump is faulty and foundation became clumpy",,coverage was okay but pump is faulty and foundation became clumpy
SEPHORA COLLECTION Microsmooth Multi-Tasking Baked Face Powder,1.0,Yes,5 d ago,,,,Combination,Deep,,"doesnt look like my older one 60 Ebony - deep with red undertones Have been using this powder for a while now and loved it as a go-to item. I just bought a new one the other day and I was went to apply it, I noticed it was significantly more lighter than what I remembered and had a powdery look it it . I compared one I had already to the recently bought and looks like there were a few changes based on the packaging. Not sure if this includes in the shades and formulation. Please bring back the previous version of this Read more",5.0,doesnt look like my older one ebony deep with red undertones have been using this powder for a while now and loved it as a go to item i just bought a new one the other day and i was went to apply it i noticed it was significantly more lighter than what i remembered and had a powdery look it it i compared one i had already to the recently bought and looks like there were a few changes based on the packaging not sure if this includes in the shades and formulation please bring back the previous version of this read more
SEPHORA COLLECTION Microsmooth Multi-Tasking Baked Face Powder,5.0,Yes,14 d ago,,,,Combination,Light,Brown,"light with neutral undertones Seriously, one of the best powder foundations I have ever used and I continue to buy repeatedly. It’s not too cakey, and I use it over my foundation. ￼",14.0,light with neutral undertones seriously one of the best powder foundations i have ever used and i continue to buy repeatedly it s not too cakey and i use it over my foundation
SEPHORA COLLECTION Microsmooth Multi-Tasking Baked Face Powder,5.0,No,23 d ago,,,,Oily,Tan,Brown,medium with yellow undertones Idk what these reviews are… but this product is AMAZING. As a pro mua for over 15 years. Don’t trust the comments below.. that’s called USER ERROR. This powder is amazing. I use it all over the face after baking / setting and it makes the foundation underneath look poreless. Me and Glamzilla BOTH LOVE THIS,23.0,medium with yellow undertones idk what these reviews are but this product is amazing as a pro mua for over years don t trust the comments below that s called user error this powder is amazing i use it all over the face after baking setting and it makes the foundation underneath look poreless me and glamzilla both love this
